id	path	availability	sha256	bytes	seed	epoch	config	public_download_url
figure4/transfer_nonsurface/seed1/ema075.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema075.pt	local_research_archive_not_in_lightweight_release	06a48245a509cf70225beee3c8297a94ceef5b90940faab36a23aecd120171e1	76370706	1	75	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema100.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema100.pt	local_research_archive_not_in_lightweight_release	a42bf9391dced1e49b7db6ac762099f002e6e0372b83e41e74f650c31593ae1f	76370706	1	100	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema125.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema125.pt	local_research_archive_not_in_lightweight_release	1b7f34c8848b22e16f32c07da0ca8775319d61e0e04e695b32190157fabb2ece	76370706	1	125	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema150.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema150.pt	local_research_archive_not_in_lightweight_release	5ea9280274a88cb0b879d73968c9031a7729d77b54526d3afaab8e25fb5419cd	76370706	1	150	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema175.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema175.pt	local_research_archive_not_in_lightweight_release	4c2df335cfcc00192826ca8e4bf9f1d384f499344675d4939476d5b7dc565d5d	76370706	1	175	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed1/ema200.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed1/ema200.pt	local_research_archive_not_in_lightweight_release	fa306f7b64bfe4a95d0af502f3f359c35eb94c00bfaa993c43bd2554545f88c5	76370706	1	200	configs/paper/figure4/transfer_nonsurface/seed1/parameters.yml	
figure4/transfer_nonsurface/seed2/ema025.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema025.pt	local_research_archive_not_in_lightweight_release	ec3e7840554adc617d723ef8f9093596995d2aab41f9b4eb2894949add49d7ba	76370706	2	25	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema050.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema050.pt	local_research_archive_not_in_lightweight_release	b56c204d13da507b19c5dea5626b7cf0c9b29f235502bef9f3b2ce36dcf3c354	76370706	2	50	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema075.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema075.pt	local_research_archive_not_in_lightweight_release	8b1d30a536e7adf64b2c380e3dc93ad6aca0f57e7c2afd158d0192cbdbae5d4a	76370706	2	75	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema100.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema100.pt	local_research_archive_not_in_lightweight_release	ab138c67197c75fad55ece3f52fe9e0a941cfe8c788a6934f95f71be5a843fdf	76370706	2	100	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema125.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema125.pt	local_research_archive_not_in_lightweight_release	80f95b15ff772ed9b5ca545d79f896dc5421c4e521cd6bfb86b4dffc47dc305a	76370706	2	125	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema150.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema150.pt	local_research_archive_not_in_lightweight_release	1088ffd09fe3710b17969b651cb2db3ab56cb2ed7b8504d2502a913e92234021	76370706	2	150	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema175.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema175.pt	local_research_archive_not_in_lightweight_release	0d7a6243b8289c365bb4bf1c1899815caa4c92853caee9124828e1fc59826ecf	76370706	2	175	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/transfer_nonsurface/seed2/ema200.pt	reproducibility/checkpoints/figure4/transfer_nonsurface/seed2/ema200.pt	local_research_archive_not_in_lightweight_release	c7e5ca443af035fa02a1f961e4d3c99aa8ed5911d2a9913cdd7705da3d7c161a	76370706	2	200	configs/paper/figure4/transfer_nonsurface/seed2/parameters.yml	
figure4/scratch_full8/seed0/ema025.pt	reproducibility/checkpoints/figure4/scratch_full8/seed0/ema025.pt	local_research_archive_not_in_lightweight_release	7430d3e07f3ec7f3b44723d0dbd4d3f90be18ccfa453fa504a10b2a2c154f810	76370706	0	25	configs/paper/figure4/scratch_full8/seed0/parameters.yml	
figure4/scratch_full8/seed0/ema050.pt	reproducibility/checkpoints/figure4/scratch_full8/seed0/ema050.pt	local_research_archive_not_in_lightweight_release	b826fe1260d5070e1d1d566ec1fa91e73f992fbeb39db5e54689c2fad8710635	76370706	0	50	configs/paper/figure4/scratch_full8/seed0/parameters.yml	
figure4/scratch_full8/seed0/ema075.pt	reproducibility/checkpoints/figure4/scratch_full8/seed0/ema075.pt	local_research_archive_not_in_lightweight_release	ec84764e6a6b20e0ec97ccd7749fb0b76a07f18fcbffe169c516015e8eb80655	76370706	0	75	configs/paper/figure4/scratch_full8/seed0/parameters.yml	
figure4/scratch_full8/seed0/ema100.pt	reproducibility/checkpoints/figure4/scratch_full8/seed0/ema100.pt	local_research_archive_not_in_lightweight_release	ed2f1783425b4df0959918ec8933a1995a1a97585f0c8d75d8aa226d24ae7744	76370706	0	100	configs/paper/figure4/scratch_full8/seed0/parameters.yml	
