benchmark_set	population	method	top_n	n_complexes	success_count	success_rate	success_pct	complex_failure_count	invalid_pose_count	ranking_policy
Chen52	rankable_lt2	rDock-26.05-alpha	9	38	32	0.8421052631578947	84.21052631578948	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	rDock-26.05-alpha	10	38	34	0.8947368421052632	89.47368421052632	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	1	38	18	0.47368421052631576	47.36842105263158	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	2	38	22	0.5789473684210527	57.89473684210526	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	3	38	25	0.6578947368421053	65.78947368421052	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	4	38	28	0.7368421052631579	73.6842105263158	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	5	38	29	0.7631578947368421	76.3157894736842	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	6	38	30	0.7894736842105263	78.94736842105263	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	7	38	31	0.8157894736842105	81.57894736842105	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	8	38	31	0.8157894736842105	81.57894736842105	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	9	38	32	0.8421052631578947	84.21052631578948	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Chen52	rankable_lt2	PLANTS-CHEMPLP-1.2	10	38	32	0.8421052631578947	84.21052631578948	3	120	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	1	39	17	0.4358974358974359	43.58974358974359	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	2	39	20	0.5128205128205128	51.282051282051285	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	3	39	20	0.5128205128205128	51.282051282051285	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	4	39	20	0.5128205128205128	51.282051282051285	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	5	39	20	0.5128205128205128	51.282051282051285	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	6	39	20	0.5128205128205128	51.282051282051285	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	7	39	21	0.5384615384615384	53.84615384615385	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	8	39	21	0.5384615384615384	53.84615384615385	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	9	39	21	0.5384615384615384	53.84615384615385	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	SurfNA-scorer0	10	39	22	0.5641025641025641	56.41025641025641	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	1	39	12	0.3076923076923077	30.76923076923077	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	2	39	15	0.38461538461538464	38.46153846153846	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	3	39	18	0.46153846153846156	46.15384615384615	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	4	39	18	0.46153846153846156	46.15384615384615	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	5	39	19	0.48717948717948717	48.717948717948715	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	6	39	20	0.5128205128205128	51.282051282051285	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	7	39	21	0.5384615384615384	53.84615384615385	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	8	39	22	0.5641025641025641	56.41025641025641	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	9	39	22	0.5641025641025641	56.41025641025641	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	AutoDock-Vina-1.2.7	10	39	22	0.5641025641025641	56.41025641025641	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	1	39	9	0.23076923076923078	23.076923076923077	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	2	39	14	0.358974358974359	35.8974358974359	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	3	39	15	0.38461538461538464	38.46153846153846	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	4	39	17	0.4358974358974359	43.58974358974359	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	5	39	17	0.4358974358974359	43.58974358974359	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	6	39	18	0.46153846153846156	46.15384615384615	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	7	39	18	0.46153846153846156	46.15384615384615	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	8	39	19	0.48717948717948717	48.717948717948715	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	9	39	20	0.5128205128205128	51.282051282051285	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	rDock-26.05-alpha	10	39	21	0.5384615384615384	53.84615384615385	4	160	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	1	39	12	0.3076923076923077	30.76923076923077	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	2	39	17	0.4358974358974359	43.58974358974359	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	3	39	20	0.5128205128205128	51.282051282051285	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	4	39	21	0.5384615384615384	53.84615384615385	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	5	39	21	0.5384615384615384	53.84615384615385	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	6	39	22	0.5641025641025641	56.41025641025641	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	7	39	22	0.5641025641025641	56.41025641025641	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	8	39	22	0.5641025641025641	56.41025641025641	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	9	39	22	0.5641025641025641	56.41025641025641	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	full	PLANTS-CHEMPLP-1.2	10	39	22	0.5641025641025641	56.41025641025641	6	240	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	1	23	17	0.7391304347826086	73.91304347826087	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	2	23	20	0.8695652173913043	86.95652173913044	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	3	23	20	0.8695652173913043	86.95652173913044	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	4	23	20	0.8695652173913043	86.95652173913044	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	5	23	20	0.8695652173913043	86.95652173913044	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	6	23	20	0.8695652173913043	86.95652173913044	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	7	23	21	0.9130434782608695	91.30434782608695	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	8	23	21	0.9130434782608695	91.30434782608695	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	9	23	21	0.9130434782608695	91.30434782608695	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	SurfNA-scorer0	10	23	22	0.9565217391304348	95.65217391304348	0	0	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	1	23	12	0.5217391304347826	52.17391304347826	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	2	23	15	0.6521739130434783	65.21739130434783	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	3	23	18	0.782608695652174	78.26086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	4	23	18	0.782608695652174	78.26086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	5	23	19	0.8260869565217391	82.6086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	6	23	20	0.8695652173913043	86.95652173913044	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	7	23	21	0.9130434782608695	91.30434782608695	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	8	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	9	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	AutoDock-Vina-1.2.7	10	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	1	23	9	0.391304347826087	39.130434782608695	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	2	23	14	0.6086956521739131	60.869565217391305	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	3	23	15	0.6521739130434783	65.21739130434783	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	4	23	17	0.7391304347826086	73.91304347826087	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	5	23	17	0.7391304347826086	73.91304347826087	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	6	23	18	0.782608695652174	78.26086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	7	23	18	0.782608695652174	78.26086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	8	23	19	0.8260869565217391	82.6086956521739	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	9	23	20	0.8695652173913043	86.95652173913044	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	rDock-26.05-alpha	10	23	21	0.9130434782608695	91.30434782608695	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	1	23	12	0.5217391304347826	52.17391304347826	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	2	23	17	0.7391304347826086	73.91304347826087	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	3	23	20	0.8695652173913043	86.95652173913044	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	4	23	21	0.9130434782608695	91.30434782608695	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	5	23	21	0.9130434782608695	91.30434782608695	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	6	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	7	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	8	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	9	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
Philips39	rankable_lt2	PLANTS-CHEMPLP-1.2	10	23	22	0.9565217391304348	95.65217391304348	1	40	valid_score_ascending_then_invalid_then_pose_ordinal_ascending;whole_failure_zero
